iter	Logloss
712	0.427429588
713	0.4273568003
714	0.4272755796
715	0.4272051245
716	0.4270593698
717	0.426966277
718	0.4268768325
719	0.4267757552
720	0.4266952522
721	0.4266048209
722	0.4265440549
723	0.426456315
724	0.4263738084
725	0.4262318814
726	0.4261660317
727	0.426054398
728	0.4259524236
729	0.4258454251
730	0.4257335822
731	0.4255953634
732	0.4254814271
733	0.4253848355
734	0.4252737102
735	0.4251747262
736	0.4250979613
737	0.4250333376
738	0.4249630619
739	0.4248237367
740	0.4247461045
741	0.4246534902
742	0.424585577
743	0.4245081541
744	0.4244150314
745	0.4243329734
746	0.4242151495
747	0.4241429001
748	0.4241049812
749	0.4240222652
750	0.4239332394
751	0.4238643693
752	0.4237495658
753	0.4236707673
754	0.4235980395
755	0.4233714229
756	0.4233070983
757	0.4232255486
758	0.4231241423
759	0.4230094584
760	0.4229460608
761	0.4228819754
762	0.422855151
763	0.4227548512
764	0.4226873268
765	0.4226343659
766	0.4225579598
767	0.4225235097
768	0.4224410031
769	0.4223400155
770	0.4222560735
771	0.4221511385
772	0.4220269449
773	0.4219398928
774	0.4218446469
775	0.421763486
776	0.4216649505
777	0.4216007156
778	0.4214847757
779	0.4213764017
780	0.421272005
781	0.4212158741
782	0.4211467648
783	0.4210325892
784	0.4209449091
785	0.4208360267
786	0.4207841424
787	0.4207067494
788	0.4206325862
789	0.4205074058
790	0.4204319866
791	0.4203769921
792	0.4203100957
793	0.4202320448
794	0.4201782765
795	0.4201365896
796	0.4200141604
797	0.4199425689
798	0.4198568625
799	0.419758686
800	0.4197007011
801	0.4196341336
802	0.419550042
803	0.4194862257
804	0.4194249214
805	0.4193454352
806	0.4192390348
807	0.4191228557
808	0.4190666352
809	0.4189747386
810	0.4188642712
811	0.4187875362
812	0.4186881933
813	0.4185905849
814	0.4185100221
815	0.418406672
816	0.4183457266
817	0.4182317604
818	0.418133195
819	0.4180779614
820	0.4180000002
821	0.4179383072
822	0.4179059505
823	0.4178164761
824	0.4177404289
825	0.4176399197
826	0.4175802004
827	0.4174545116
828	0.4173670109
829	0.4172878835
830	0.4172274764
831	0.4171510404
832	0.4171262495
833	0.4170591737
834	0.4169974208
835	0.4169374622
836	0.4168369232
837	0.4167465816
838	0.4166513655
839	0.4165458324
840	0.4164795041
841	0.4164185288
842	0.4163529482
843	0.4162497177
844	0.4161777973
845	0.416143736
846	0.4161001352
847	0.4160185556
848	0.4159465455
849	0.4158696311
850	0.4157695705
851	0.4157054552
852	0.4157018965
853	0.4156462442
854	0.4155718417
855	0.4154826066
856	0.4154231563
857	0.4153382574
858	0.4152906194
859	0.4152343092
860	0.4151199244
861	0.4150291043
862	0.4149952225
863	0.4149107122
864	0.4148236601
865	0.4147342157
866	0.4146569723
867	0.4146071812
868	0.4145224916
869	0.4144242851
870	0.4143837345
871	0.4142898343
872	0.4141818789
873	0.4141340017
874	0.4140525119
875	0.4139797242
876	0.4139248195
877	0.4138318463
878	0.4137413851
879	0.4136512827
880	0.4135581899
881	0.4134717359
882	0.4133422792
883	0.4132769976
884	0.4132042997
885	0.413108007
886	0.4130502913
887	0.4129910205
888	0.4129075869
889	0.4128021734
890	0.4127420653
891	0.412650677
892	0.412589582
893	0.4125832124
894	0.4125207119
895	0.4124268415
896	0.412344933
897	0.4122207395
898	0.4122001054
899	0.4121133822
900	0.41199191
901	0.4118986377
902	0.4118384399
903	0.4117278828
904	0.4116149932
905	0.4115310811
906	0.4114245312
907	0.4113152302
908	0.4112865517
909	0.4112393325
910	0.4111655281
911	0.411080031
912	0.4109978832
913	0.4108594252
914	0.410768336
915	0.4106909431
916	0.4106289809
917	0.4105338845
918	0.4104729988
919	0.4103888475
920	0.4103096603
921	0.410244289
922	0.4101720396
923	0.4100603163
924	0.4099806805
925	0.4098870494
926	0.4098141421
927	0.4097323233
928	0.4096523885
929	0.4096002051
930	0.4094502338
931	0.4093759211
932	0.4092746942
933	0.4092018169
934	0.4091552256
935	0.4090677548
936	0.4090653326
937	0.4089693091
938	0.4088684112
939	0.4087765146
940	0.4087380573
941	0.4086572553
942	0.4086003768
943	0.4085023797
944	0.4083423605
945	0.4082732212
946	0.4081850328
947	0.4080820714
948	0.4079621244
949	0.407834432
950	0.4077653226
951	0.4077056631
952	0.4076491136
953	0.4075627194
954	0.4074653801
955	0.4073954334
956	0.4073174125
957	0.4072756657
958	0.4072040145
959	0.4071758444
960	0.4071090377
961	0.4070302691
962	0.4069248855
963	0.4068386409
964	0.4067637599
965	0.4066805057
966	0.4065840337
967	0.4064939612
968	0.406395037
969	0.4063015853
970	0.4062808914
971	0.4062003585
972	0.4060895921
973	0.4060306502
974	0.4059795733
975	0.4058431189
976	0.4057570835
977	0.4056756834
978	0.4055864184
979	0.4055077694
980	0.4054619856
981	0.4053695806
982	0.405313689
983	0.4052505904
984	0.4052140471
985	0.4051375513
986	0.4050784001
987	0.4050219105
988	0.4049408991
989	0.4049249001
990	0.4048283982
991	0.4047696657
992	0.4046815071
993	0.4045977146
994	0.40452711
995	0.4044662842
996	0.4044172408
997	0.4043579999
998	0.4042538125
999	0.4041919101
